,news,catagory
396,"Wabii fayyaa hawaasummaa Finfinneetin jiraattota miiliyoona 1 ol fayyadamoo taasisuuf hojjetamaa jira.
Wabii fayyaa hawaasummaa magaalaa Finfinneetin jiraattota miiliyoona 1 ol fayyadamoo taasisuuf kan hojjetamu tahuun ibsame.
 
Hogganaan Biiroo Fayyaa Finfinnee Dooktar Yohaannis Caalaan inshuraansii fayyaa hawaasummaa aanaalee magaalichaa hunda qaqqabamaa taasisuuf hojjetamaa jira jedhaniiru.
 
Onkololeessaa eegalee mana manarra deemuun galmeen gaggeeffama ajiraachuu ibsan.
 
Tajaajilicha laachuuf; kenniinsa tajaajila fayyaa, dhiyeessii dawaa fi qophiileen biroo xumuramaniiru.
 
Galmee Onkololeessaa jalqabee gaggeeffameen abbootiin warraa fi haadholiin warraa kumni dhibbi 1 fi kumni 80 ol galmaahaniiru.
 
Abbootiin warraa fi haadholiin warraa harka qalleeyyii tahan kumni 55 tajaajila faala fayyaa bilisaa akka argatan hojjetama ajira jedhan hoggantichi.
 
Tajaajila yaala fayyaa bilisaa argachuuf jiraataan magaalichaa waggaatti Birrii 350 kaffaluutu isarraa eegama.
 
Wabii inshuraansii fayyaa hawaasatiin bara 2009 jalqabee namoonni kumni dhibbi 4 fi kumni 46 ol fayyadamoo tahaa jiru.
 
Sadarkaa biyyaatti sagantichaan namoonni miiliyoonni 20 ol fayyadamoo tahaa jiru.
",health
397,"Buhaa dursanii qoratamuu kaanserii hulaa gadameessaa. 
kaanserii hulaa gadameessaa dhibichaan utu hin qabamiin fi dhiibbaa osoo hin qaqqabsisiin dursanii yaalaa taasisuun dhibicha ittisuun ni dandahamaa.

Barbachiisummaa qorannoo dursanii taasisuu kaanserii hulaa gadameessaa

Ityoophiyaa keessatti waggaatti hospiitalaa kan deemanii yoo qoratamaan dubartoonni kuma 7 ol dhibee kaanseriin saaxilamoo yoo tahan, kanneen keessaa kumni 6 ol ammoo dhibee kanaan lubbuu isaanii kan darbu tahuu ragaan Kolleejjii Miliiniyeem Qidduus Phaawloos irraa argame ni muldhisa.",health
398,"Dooktar Amiir Amaan aanoota naannoo Sumaalee garagaraa daawwatan. Ministirri Ministira Fayyaa Dooktar Amiir Amaan hoggantoota biiroo fayyaa naannoo Sumaalee waliin tahuun naannoo Sumaalee magaalaa Godee, godina Shabalee fi aanaa Qalaafoo daawwataniiru.

Dooktar Amiir dhaabbilee itti waamamanii fi hoggantoota biiroo fayyaa naannoo Sumaalee waliin tahuun naannoo Sumaalee magaalaa Godee, godina Shabalee fi aanaa Qalaafoo haala fayyaa hawaasaa, dhaabbilee fayyaa fi dhiyeessii waliigalaa meeshaalee fayyaa daawwataniiru.

Hospitaalaa waliigalaa Godee yaala haadholii fi daahimmanii meeshaa guutameen wiirtuu tokko keessaatti akka kennamuuf minsteerri fayyaa baasii guutummatti uwwisuun haaroomsuuf waliigaleera.

Hospitaalicha kan barbaachisan meshaalee yaalaa ijaa fi onneee, altiraasawudii fi raajii ministeera fayyaa, biiroo fayyaa naannichaa fi fandii hospitaalichaaf qophaaheen bituuf waliigalteera gahamuu ragaan ministeera fayyaarraa arganne ni muldhisa.",health
399,"Sagantaan  wabii fayyaa hawaasaa ofkeessatti qabate lammiilee miiliyoona 22.5 haammachuu Ejansiin Fayyaa Ityoophiyaa beeksise.

Sagantaan wabii fayyaa hawaasa haammate magaalaa fi baadiyaatti idilee kan hin taane damee diingdeerratti bobbahanii kan argaman kutaa hawaasaa fayyadamoo kan taasisuudha.

Sagantaan wabii fayyaa kun bara 2003 aanoota 13 keessatti yaaliif naannoo Tigiraay, Amaaraa, Oromiyaa fi Naannoo Kibbaatti eegalamee, muuxannoo argame gabbisuun bara 2006 akka babbalatu taheera.

Daayrektarri olaanaan ejansichaa Dooktar Miizaan Kiiroos ibsa harha laataniin sochiin sagantaa wabii fayyaa hawaasaa bara 2011 naannoolee 5 fi bulchiinsa magaalaa 1 kan argamu aanoota 657 eegalamee aanoota 509 qophiiwwaan duraa xumuramuun miseensota isaaniif tajaajila fayyaa kennuu eegalameera.

Aanoota kanneen keessa kan jiraataan lammiileen miiliyoona 22.5 tahan sagantaa wabii fayyaa hawaasaan hammatamaniiru jedhan.

Lammiileen sagantaa wabii fayyaa  hawaasaan hammatamaan keessaa galii gad-aanaa kan qabaan baasii fayyaa waggaa uwwisuu kan dandahu lammiilee miiliyoona 5 ol tahan baasii fayyaa isaanii mootummaan akka uwwisu taheera jedhan.

Bara baajata 2011 buusiin miseensoota Birrii biiliyoona 1.2 walitti qabamuu kan ibsuun, miseensoonnii fi maatii sagantaa wabii fayyaa yaalaa fayyaa argataaniif kafaltiin miiliyoona dhibba 6 fi miiliyoona 17 raawwatamuu ibsaniiru.

Sagantaan wabii fayyaa hawaasaa haammate bara 2012 galmee miseensootaa fi haaromsaa baatii Muddeerraa eegalee raawwatamaa jiraachuu beeksisaniiru jechuun Zabiib Taklaaytu gabaase.",health
400,"Qorannoon tokko akka ifoomsetti ciree otuu hin nyaatin sochii qaamaa taasisuun coomni garaa keessatti akka hin baayyanne taasisa.

Ciree nyaachun dura sochii qaamaa taasisuun carraa dhukkuboota akka dhiibbaa dhiigaa, istirookii (hiddi dhiigaa sammuu cufamuu ykn dhiigni sammuu keessatti dhangalahuu), dhukkuba sukkaaraa, dhukkubbii dugdaa, furdina akka malee fi kaansariin qabamuu ni hirdhisa.

Akka qorannoon barruu ‘Sanday Briitaaniyaah akka muuldhisutti ciree otuu hin nyaatin sochii qaamaa taasisuun furdina akka malee ni hirhisa.

Akkasumas coomni garaa keessatti akka hin baayyannee fi  maashaan qaama keenyaa akka jabaatu, akkasumas humna gahaa akka qabaannu godha jedha.

Akka qorannoo barruu kanaatti namoonni sochii qamaa taasisan namoota sochii qaamaa hin taasifne caalaa carraan isaan dhukkuba dhiibbaa dhiigaa, sukkaaraa fi dhukkuboota kanaan walqabatuun qabamuu xiqqadha.

Ciree nyaachun dura sochii qaamaa gahaa tahe gochuun fayyaa qaamaa fi sammuu keenyaa ni fooyyessa.",health
401,"Dameen fayyaa dhuunfa kakkahumsi investimentii garagaraa taasifamee akka babbalhatuu hojjetamaa jira.

Dameen fayyaa dhuunfaa akka investimeentii biyya tokkootti kakkahumsi garagaraa taasifame akka babbalhatuuf hojjetamaa jiraachuu ministeerri Fayyaa beeksise.

Kakkahumsi damichaaf taasifamu tajaajilli fayyaa biyyatti akka cimuu kan gargaaru tahuu Ministiri Ministira Fayyaa dooktar Amiir Amaan fuula Feesbuukii isaaniirratti ibsaniiru.

Galma gahinsa isaaf waajjirri ministeerichaa komishinii investimeentii Ityoophiyaa fi korporeeshinii baankii misoomaa lafaa waliin marii taasisuun ibsameera.",health
402,"Hoospitaala Qidduus Phaawloos keessatti giddugalli haadholii fi daahimmanii ijaarrame hojii eegaluufi. 
 Hoospitaala Qidduus Phaawloos keessatti giddugalli haadholii fi daahimmanii ijaarrame hojii eegaluufi.

Ministirri Ministeera Fayyaa Dooktar Amiir Amaan giddugala haadholii fi daahimmanii Hoospitaala Qidduus Phaawloos, akkasumas giddugala kuusaa galteewwan yaalaa Eejansii Dhiyeessii Qorichaa Ityoophiyaatti ijaarrame daawwataniiru.

Giddugalli haadholii fi daahimmanii kun kan abbaa darbii 8 yammuu tahu, sireewwan yaalaa mijatoo 450 kan qabu yammuu tahu, dhiyeenyatti ebbifamuun hojii kan eegalu tahuu Dooktar Amiir Amaan beeksisaniiru.

Giddugalli kuusaa galteewwan yaalaa Eejansii Dhiyeessii Qorichaa Ityoophiyaatti galteewwan yaalaa qabbana diigrii seentiigireedii 2 amma 8tti kuufamuu malan, kutaaleen qabbanaa 6 hojjetamaniiru.

Kutaaleen qabbana olaanaa 2; kan diigrii seentii gireedii 25 amma 15 qaban ijaarramanii xumuramaa jiru.
",health
403,"Dhibeen ‘giinii woormh waggoottan lamaan darbanitti namarratti hin muulhanne jedhame.
Lakkoofsi dhibichaa bineeldotarratti muulhate 17 gara 8 hirhachuu Ministeerri Fayyaa FDRI beeksise.

Gamaaggamni waggaa 24ffaa sagantaa dhibee ‘giinii woormh balleessuu magaalaa Gaambeellaatti gaggeeffameera.

Dhibicha balleessuuf Ministeerri Fayyaa FDRI, mootummaan naannoo Gaambeellaa, dhaabbileen tumsaa fi hawaasni qindoominaan hojjechuun ibsameera.

Ministirri Ministeera Fayyaa Dooktar Amiir Amaan dhibicha bineeldotarraayis guutummaan balleessuuf ni hojjetama jedhaniiru.
",health
404,"Guyyaan HIV/AIDS sadarkaa naannoo Oromiyaatti magaalaa Jimmaatti kabajame.

Guyyichi sadarkaa addunyaatti siha 32ffaaf, Ityoophiyaatti ammoo siha 31ffaaf marii paanaalitiin kabajamee oolera.

Itti aanaan hogganaa Biiroo Fayyaa Oromiyaa obbo Nagaash Simeen tamsahinni HIV/AIDS sadarkaa biyyaatti %0.9, akka naannoo Oromiyaatti ammoo %0.6 tahuu ibsaniiru.

Tamsahina vaayrasichaa ittisuuf hojii hojjetamaa jiruun hirhachaa dhufuu ibsaniiru.

Ammas taanan qooda fudhattoonni hundi ittisaa fi tohannoo tamsahina vaayrasichaarratti hojjechuu akka qaban ibsaniiru.

Waltajjicharratti hirmaattonni 500 ol argamaniiru.

Haaluma walfakkaatun guyyichi sadarkaa naannoo Gaambeellaattis kabajamee oolera.
",health
405," Baankiin Addunyaa ijaarsa dandeettii fi leenjiif, Doolaara Ameerikaa miiliyoona dhibba 1 fi miiliyoona 50 Inistiitiyuutii Fayyaa Hawaasaa Ityoophiyaaf deeggarsaan laate.

Deeggarsi kun laabraatoorii baayooseeftii sadarkaa eeggate 3 fi meeshaalee barbaachisan guutuuf kan gargaaru akka tahe ministirri Ministeera Fayyaa Dooktar Amiir Amaan himaniiru.

Naannolee hundaa fi bulchiinsa magaalotaa keessatti laabraatoorii baayoo seeftii sadarkaa 2ffaa 15 meeshaalee guutuu waliin ijaaruuf kan gargaaru akka tahes Dooktar Amiir Amaan himaniiru.

Naannolee fi bulchiinsota magaalaarra laaboraatoorota jiran 8f meeshaa guutuuf oola.

Bulchiinsa ittisa balaa fayyaa hawaasaa biyyoolessaa cimsuu fi sirna qabiinsa ragaalee biyyoolessaa, naannolee fi bulchiinsota magaalaa fooyyessuuf oola.

Dabalataan giddugala qoricha ittisa ilbiisotaa cimsuu fi ogeeyyii gahoomsuuf kan oolu tahuu ministirri Ministeera Fayyaa Dooktar Amiir Amaan ibsaniiru
",health
406,"Dhaabbanni Miti Mootummaa HUMAN BRIDGE Hospitaala Rifeeraalaa Yuniversitii Amboof Deeggarsa Meeshaalee Yaalaa Dhukkubsattootaaf oolu Qarshii Miiliyoona 7 Olitti Tilmaamamu Gumaache.

Daarikterri Hospitaalaa Rifeeralaa Yuniversitii Amboo Dooktar Guddataa Imaanaa deeggarsi kun biyya Swiidiin irraa kan dhufe tahuu fi tajaajila saffisaa fi qulqulluu hawaasaa keenyaaf kennuuf kan tajajjilu jedhan.

Deeggarsi argames siree ciisichaa ammayyaahaa fi meeshaalee yaalaa teeknooloojiin deeggarame garagaraa qarshii Miiliyoona 7 ol baasuu tahuus himaniiru.

Dooktar Guddataan Hospitaallichi hospitaala sadarkaasaa eeggatee ummata Lixa Oromiyaa keessa jiran tajaajiluuf ijaarsa dabalatee hojii balhaa hojjechaa jiraachuu himaniiru.

Dooktar Abdurqaadir Galgaloo Itti Aanaan Biiroo Fayya Oromiyaa tajaajila yaalaaf dhaabbileen deeggartootaa hedduu murteessaadha.

Hospitaala kanaf X-Ray Ilkaaniis ni kennina; Lixa Oromiyaaf Hospitaala Riiferaalaa akka tahuuf ni hojjenna jedhaniiru.

Obbo Addaamuu Aalleliny hoogganaa dhaabbata HUMAN BRIDGE Ityoophiyaa kan tahan biyya seenaa qabeettii Amboof deeggarsa yaalaa kana fiduuf hedduun gammadaa jedhan.

Hojiilee misoomaa biyyatti hunda keessatti ni hirmaanna, Hospitaalota naannoo Amboo jiran hundaaf deeggarsa meeshaalee yaalaa ni taasifnaa jedhaniiru.

Dooktar Taaddasee Qaanahaa preezdaantiin Yunivarsitii Amboo deeggarsa dhaabbatichi taasise galateeffachuun, sochiin waggoota lama keessatti taasisaa jirru tajaajila fayyaa hawaasa keenyaaf hedduu murteessaadha jedhan.

Babalhina Hospitaalichaafis qarshii Biiliyoona1.7 oliin ijaaraa jiraachuus himaniiru.

Daabbanni Miti Mootummaa Human Bridge Hospitaalota godina Shawaa Lixaa jala jiraniif deeggarsa meeshaalee yaalaa taasisuuf walii galtee mallatteeseeera.

Akka ragaa kominikeeshinii Godina Shawaa Lixaarra arganne muldhisutti, waliigaltee kana kan mallatteessan Dooktar Abdurqaadir Galgaloo Itti aanaa Biiroo Fayya Oromiyaa, Dooktar Taaddasee Qaanahaa preezdantiin Yunivarsitii Amboo fi Obbo Addaamuu Aalleliny hoogganaa dhaabbata HUMAN BRIDGE Itiyoophiyaa waliin yuniversitii Ambootti walii galteen mallatteesaniiru.",health
407,"Yaahiin hawaasummaa fi jijjiirrama amalaa biyyaaleesaa 2ffaan ‘hawaasummaa fi jijjiirrama amalaa dhimma fayyaafh dhaadannoo jedhuun gaggeeffamuu eegalee jira.

Yaahiin kun Sadaasa 29 hanga Muddee 1 ,2012 tti kan gaggeeffamu tahuu ibsameera.

Damee fayyaan duhaatii haadholii fi daahimmaanii hirhisuu fi dhibeewwan daddarboo ittisuuf hojiin hojjetame gaarii tahus ammalee rakkoon hin furamne jiraachuu Ministirri Fayyaa Dooktar Amiir Amaan dubbataniiru.

Rakkoolee fayyaa hin furamne irratti jijjiirrama fiduuf ogeeyyiin fayyaa fi dhaabbileen fayyaa hawaasummaa fi jijjiirrama amala irratti xiyyeeffachuun hojjechuu qabu jedhan.

Yaahii kana irratti barreeffamni qorannoo 26, dubbiiwwan onnachiisoo fi muuxxaannoo wal jijjiirran ni dhiyaatu.

Dabalataan dhaabbilee barnootaa olaanoon keessatti qorannoon gaggeeffamuu fi dhaabbilee mootummaa fi mit mootummaan hojiin jijjiirrama hawaasaa fiduuf hojjetaman waliiti hidhuun buhaa caaluuf akka qophaahu kallattiin ni kaahame jedha ragaan Ministira Fayyaa argame.
",health
408,"Pireezedaantiin FDRI Saahilawarq Zawdeen Yuunvarsiitii Samaraa fi Hoospitaala Duubtii daawwatan.

Barattoota dubartoota yuunvarsiitichaa waliin dhimmoota addaddaarratti marihataniiru.

Mana Barnoota Bultii Addaa Dubartootaa Samaraa daawwachuunis dhagaa buhuuraa proojaktii babalhisuu kaahaniiru.

Hoospitaala Duubtiittis argamanii daawwii hojii taasisaniiru.

Sochii hawaasummaa namoota HIV/AIDS dhiiga isaanii keessa jirus laalaniiru.

Pireezedant Saahilawarq guyyaa HIV/AIDS sadarkaa biyyaatti magaalaa Samaraatti kabajamerratti hirmaachuuf kaleessa ture magaalicha kan galan.
",health
409,"Akka qorattoonni Yunivarsiitii Maanchsitar jedhanitti ifti cuqulisaa meeshaalee kanneen akka bilbilaa fi kompiitara irraa argannu rakkoo ijoo hirriba keenyaa miti jedhan.

Dhimma kana qorachuuf hantuuta irratti ifa garaagaraa baasan.

Argannoon qorannoo kanaas ibsaan sun hangam hohaa fi ifaa dha waan jedhu irratti marii taasisaniiru.

Namni hundi marsaa rafuu fi dammaquu uumamaan qaba.

Qaamni nama haala naannoo waliin wal simee waan jiraatuuf guyyaa dammaqaa yoo tahu halkan immoo miira hirribaatu itti dhagahama.

Qorattoonni yeroo dheeraa dhaaf ibsaan nam-tolchee marsaa uumamaa kana jeequ ni dandaha jechaa turan.

Gareen qorattootaa kun ifa ibsaa guddaa fi xiqqaa irra kaahuun halluusaa immoo cuquliisaa fi keellootti geeddaraa hantuutatti agarsiisan

Akkuma eegame halluun ifaa tahe hirriba qabsiisurra dammaqsaa taheetu argame.

Yeroo halluun ifa kanaa gara cuqulisaatti geeddaramu miira hirribaa akka fide dubbatu qorattonni kunneen.

Hogganaan qorannichaa Doktar Diim Biraawon argannoo isaanii waan addunyaa uumamaa walii wal-simedha jedhan.

Sabiibnisaa miira hirribaa akka nutti hin dhagahamne kan godhu ibsaa halluu ifaa tahe qabuu fi hohadha jedhan.

Kanaaf ifti qaama keenyarratti dhiibbaa akka hin qabaanne yoo feene halluu cuquliisaa fi dimismisaatti geeddaruu qabna.

Ifti halluu adii fi keelloo qabu immoo dammaquu fi sahaahiinnii akka namattii dhagahaamuu taasisaa.

Hantuutni halkan halkan dammaqxuu haa taatuyyuu malee dhiibbaa ifti hoosiftoota irratti qabu wal fakkaataadhas jedhaniiru.",health
410,"aannoo Kibbaa godinaalee 5tti talaalliin pooliyoo duulan kennamuufi.

Biiroon Fayyaa naannichaa ibsa laaten akka beeksisetti, dhibeen pooliyoo fakkaatu naannoo Oromiyaa godina Arsii Lixaa aanaa Siraarootti muulhateera.

Toorri kunis nananichaaf daangaa waan taheef talaallichi godinaalee Kibbaa 5 keessatti aanaalee argaman 12tti ni laatama jedheera.

Talaallichi Jimaata; Muddee 10,2012 eegalee daahimman umriin isaanii waggaa 5 gadi taheef ni laatama.

Marsaa jalqabaatin godina Hadiyyaa, Kambaataa Xanbaaroo, Halaabaa, Sidaamaa fi Walaayittaatti kennama.

Kananais talalalichi daahimman kuma dhibba 1 fi kuma 76f laatama jedheera biirichi.

Marsaa lammaffaatin ammoo godina Sidaamaa jalatti aanaalee argamanii fi magaalaa Hawaasaatti ni kennama.

Arsii Lixaa aanaa Siraarootti dhibeen pooliyoo fakkaatu daahimman 24 irratti muulhachuun ibsameera.

Dula talalalii ittisaa fi tohannoo pooliyoo kanarratti naannon Oromiyaa fi Kibbaa qindoominaan hojjechaa jiraachuun eerameera.
",health
411,"Lammii Biritiish kan taate onneen ishee sahaatii jahaaf dhahannaa dhaabdee booda lubbuun itti deebihutu dhagahame.

Tahiin kun ‘haala duraan beeknurraa addaah jedhan doktoroonni.

Awudirey Iskooman hohi qaama ishii ariitiin hirhachuun kan mudate abbaa warraashee wajjin osoo cabbii gaara daangaa Ispeenii fi Faraansaay gidduutti argamu irra deemtuu ture.

Ogeeyyiin fayyaas onneen ishee yeroo dheeraaf dhiiga rabsuu dadhabuun ibsan.

aadde Iskoomaan guutummaatti bayyanataa jiraatus, waqtii Birraa dhuftus deebiheen cabbii kanarra deema jetti.

Dubartiin ganna 34 Baarseloonaa jiraattuu kun suuta dubbii dadhabaa erga turte booda haala qilleensaa naannoo Pirinees jedhamu kana dandamachuu dadhabdee of wallaalte.

Haalli fayyaashis muddama keessa wayita seenu walhaansa yeroo muddamaa abbaan warraashee wayita eegaa tures duuteetti sehee ture.

Addee Iskoomaan ‘Catalan channel TV3h jedhamutti akka himtetti, harganuu dadhabuu fi onneen ishees dhahachuu dadhabuun muddama keessa seente.

Lubbuu barartoonni sahaatii lama booda wayita iddoo jiran qaqqabanitti hohiinsi qaama ishii 18C tti gadi hirhateera.

Akka Hospitaala Baarselonaa keessatti argamu qaqqabdeenis mallattoolee lubbuun keessa jiraachuu hin agarsiistu ture.

Haalli qilleensa qorraan naannoo gaara kanaa ture dhukkubbii Iskoomaaf sababa tahullee, lubbuun ishii akka ooluuf fayyadeera jedhan Dooktar Iduwaard Argudoo namni jedhaman.

Ogeessi kun akka jedhutti hohi qaama ishee hirhachuun wayita of wallaalte sana qaamnii fi sammuun ishee akka rakkoo caalu keessa hin seenne fayyaduu himan.

Aadde Iskoomaan guyyoota 12 booda hospitaalaa baate. Ogeessi fayyaa narviin ishiis miidhamuu dandahaa jedhanii yaaddahaa akka turan himaniiru.",health
412,"Itti aantuun af yaahii Mana Maree Bakka Buhoota Ummataa aadde Shittaayee Minaalan miseensota koree dhaabbii mana marichaa addaddaa waliin Waldaa Namoota Rakkoo Guddina Sammuu Qabanii fi Diibooraa Faawundeeshin daawwatan.

Daawwichaanis deeggarsa dhiyeessii addaddaaf kan oolu Birrii kuma dhibba 1 fi kuma 75 laataniiru.

Itti aantun preezdaantii boordii Waldaa Namoota Rakkoo Guddina Sammuu Qabanii aadde Mihirat Niguseen waldichi ega hundeeffamee waggoota 25 lakkoofsisuu ibsaniiru.

Magaalota 25tti dameewwan isaa banatee hojjechaa jira.

Rakkoon guddina sammuu %85 yeroo ulfaa fi dahumsaarratti of eeggannoo barbaachisaa gochuu dhabuu fi hanqina nyaatarraa uumama.

Jilichi haaluma walfakkaatun Diibooraa Faawundeeshin daawwataniiru.

Hundeessaan faawundeeshinichaa af yaahiin duraanii obbo Abbaa Duulaa Gammadaan kaayyon dhaabbatichaa mirga daahimman rakkoo guddina sammuu qabanii kabachiisudha jedhan.

Tola ooltonni tumsa taasisaa jiraachuu ibsanii, mootummaanis daahimman rakkoo akkanaa qabaniif tumsa taasisuutu irra jiraata jedhaniiru.
",health
413," Dubartoonni dhiirota caalaa dhiibbaa dhiigaaf saaxilamoo tahuu qorannoon tokko ifoomse.

Qorannoon kana dura taasifame tokko dhiironni dubartoota caalaa dhiibbaa dhiigaaf saaxilamoo tahuu ifoomset ture.

Qorannoon Ameerikaadhaa tibba kana ifoome tokko ammoo dhiibbaan dhiigaa dhiirota caalaa dubartoota irratti akka heddummaatu ifoomsera.

Qorannoon kun namoota umriin isaanii waggaa 5 hanga 98 tahan kuma 32 fi 833 irratti kan adeemsifame yoo tahu, kanneen keessaa kumni 17 fi 733 dubartoota turan.

Buhaan qorannichaa akka muulhisutti dhiironni umrii digdamaa keessa jiran dhiibbaa dhiigaa olaanaaf ni saaxilamu jedha.

Yaatahuutii dubartoonni umriin isaanii waggoota 40n keessa jiran ammoo dhiibbaa dhiigaa olaanaa qaban jechuun qorattoonni beeksisaniiru.

Dhiibbaan dhiigaa gadi aanaan koorniyaa lamaan irratti kan walfakkaatu tahuun ibsameera.

Walumaa gala buhaan qorannichaa akka ifoomsetti dubartoonni dhiirota caalaa dhiibbaa dhiigaa olaanaa qabu jechuun ibseera.

Qorannichi dubartoonni umrii ijoollummaan dhiibbaa dhiigaa olaanaa tahe qaban hanga umriin isaanii dabalaa deemu dhukkuboota onnee fi ujummoo dhiigaaf kan saaxilaman tahuu mulhiseera.",health
414,"Waggoottan sadan darbanitti tajaajila fayyaa haadholii fi daa'immaniirratti fooyya'iinsi muul'ateera jedhe Ministeerri Fayyaa FDRI.

Proojaktiin fooyyessa tajaajila fayyaa haadholii fi daa'immanii waggoottan sadan darban Dhaabbata Deeggarsaa Ameerikaatin hojjetamaa ture gamaaggamameera.

Proojaktichi naannoo Oromiyaa, Amaaraa, Tigraayii fi naannoo Kibbaatti hojiirra oolaa tureera.

Hojichaan fooyya'iinsi muul'achuu ministeerichi eerera.

Proojaktii Doolaara Ameerikaa miiliyoona dhibba 1 fi miiliyoona 20n, dhaabbilee fayyaa aanaalee 396 qaqqabuun danda'ameera.",health
415,"Dhaabbanni Ingiliiz ‘KSJh jedhamu hojjettoota isaa tamboo hin xuuxnef boqonnaa waggaa dabalataa kan laatu tahuu beeksise.

Dhaabbatichi qajeelfama haaraa baasen hojjeettoota tamboo hin xuuxnee fi xuuxuu dhaabaniif boqonnaa dabalataa kan laatu tahuu beeksiseera.

Dhaabatichi boqonnaa waggaarratti guyyoota dabalataa afur kan kennu tahuu ibseera.

Hojjettoota dhaabbatichaa 11 keessaa walakkaan tamboo kan xuuxan yoo tahu, qajeelfamichi bahuun walqabatee hojjetaan tokko tamboo xuuxuu dhiisera jedhame.

Namni tokko guyyaatti daqiiqaa 10f tamboo yoo xuuxe waggaatti guyyoota 16 akka qisaasu ibsameera.

Itti gaafatamtoonni dhaabbatichaa qajeelfamicha kan baasan Jaappaan akkanaan buha qabeettii tahuu isheetini jedhaniiru.

Qorannoo Faawundeeshiniin Onnee Ingiliizi bara Faranjootaa 2014 gaggeessen, namni tokko guyyaatti tamboo xuuxuuf daqiiqaa 10 yoo qisaase, Paawundii biiliyoona 8.4 dhabsiisa jedha.",health
416,"Finfinnee, Amajjii 5, 2012 (FBC) – Guyyaatti buna siinii afur dhuguun ulfaatina qaama hirhisuuf akka gargaaruu qorannoon takka ibseera.

Guyyaatti buna siinii afur dhuguun cooma qaama keessatti argamu akka hirhisu qorannichi ifoomsera.

Qorannichii namoota ulfaatina qaama olaanaa qaban 126 baatiiwwan jahaaf  hordoffii taasisaa ture.

Baatii jahaaf guyyaatti buna siinii afur namoonnii dhugaan coomni qaama isaanii keessatti argamu %4 hirhachuu dandaheera.

Kaafeeniin buna keessaatti argamu sirna buullaahinsa nyaataa saffisiisuun coomni qaama keessatti argaman akka hirhatuu taheera.

Qorattoonni kun argannoo isaanii mirkaneessuf qorannoon dabalataa akka isaan barbachisuu himaniiru.

Yuunivarsiitii Teeknikaa Daalaasitti argamu muummee barnoota fayyaa nyaataatti gargaaraa Proofeseraa fi Daayirektera sagantaa kan tahan Saansaan gama isaaniin, bunni ulfaatinaa qaamaa fi coomaa kan hirhisu tahuu himaniiru.",health
417,"

Finfinnee, Amajjii 5, 2012 (FBC) – Abbaan warraa fi haati warraa Giddugala Yaala maseenumaa Koollejjii Yaala Miliniyeemii Hoospitaala Qiddus Phaawulositti yaala maseeenumaa hordofaa turan daahima argataniiru.

Abbaan warraa fi haati warraa kun erga gaahila dhaabbatanii waggaa torbaa tahullee daahima argachuu hin dandeenye.

Hospitaalichi waggaa dabarsine baatii Ebila irratti kan eegale hordoffii yaala giddugala maseenummaatti taasiseen daahima jalqabaa argachuu dandahaniiru.

Abbaan warraa fi haati warraa kun daahima argachuu kan dandahan yaala ‘Intro vitro fertilizationh kan jedhamuun yoo tahu, baatii dhufanitti  haadhooliin 70 tahan yaala kanaan daahima ni argatu jedhameera.
",health
418,"
Finfinnee, Amajjii 6, 2012 (FBC) – Waggoottan sadan darbanitti tajaajila fayyaa haadholii fi daahimmaniirratti fooyyahiinsi muulhateera jedhe Ministeerri Fayyaa FDRI.
 
Proojaktiin fooyyessa tajaajila fayyaa haadholii fi daahimmanii waggoottan sadan darban Dhaabbata Deeggarsaa Ameerikaatin hojjetamaa ture gamaaggamameera.
 
Proojaktichi naannoo Oromiyaa, Amaaraa, Tigraayii fi naannoo Kibbaatti hojiirra oolaa tureera.
 
Hojichaan fooyyahiinsi muulhachuu ministeerichi eerera.
 
Proojaktii Doolaara Ameerikaa miiliyoona dhibba 1 fi miiliyoona 20n, dhaabbilee fayyaa aanaalee 396 qaqqabuun dandahameera.
",health
419,"Finfinnee, Amajjii 7, 2012 (FBC) – Dubartoonni dhiirota caalaa dhiibbaa dhiigaaf saaxilamoo tahuu qorannoon tokko ifoomse.

Qorannoon kana dura taasifame tokko dhiironni dubartoota caalaa dhiibbaa dhiigaaf saaxilamoo tahuu ifoomset ture.

Qorannoon Ameerikaadhaa tibba kana ifoome tokko ammoo dhiibbaan dhiigaa dhiirota caalaa dubartoota irratti akka heddummaatu ifoomsera.

Qorannoon kun namoota umriin isaanii waggaa 5 hanga 98 tahan kuma 32 fi 833 irratti kan adeemsifame yoo tahu, kanneen keessaa kumni 17 fi 733 dubartoota turan.

Buhaan qorannichaa akka muulhisutti dhiironni umrii digdamaa keessa jiran dhiibbaa dhiigaa olaanaaf ni saaxilamu jedha.

Yaatahuutii dubartoonni umriin isaanii waggoota 40n keessa jiran ammoo dhiibbaa dhiigaa olaanaa qaban jechuun qorattoonni beeksisaniiru.

Dhiibbaan dhiigaa gadi aanaan koorniyaa lamaan irratti kan walfakkaatu tahuun ibsameera.

Walumaa gala buhaan qorannichaa akka ifoomsetti dubartoonni dhiirota caalaa dhiibbaa dhiigaa olaanaa qabu jechuun ibseera.

Qorannichi dubartoonni umrii ijoollummaan dhiibbaa dhiigaa olaanaa tahe qaban hanga umriin isaanii dabalaa deemu dhukkuboota onnee fi ujummoo dhiigaaf kan saaxilaman tahuu mulhiseera.",health
